City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Serenje,ZM,-13.2325,30.2352,72.7,76,15,3.09,light rain
349,Chumikan,RU,54.7183,135.315,29.89,78,19,5.97,few clouds
350,Pimentel,PE,-6.8367,-79.9342,69.96,82,100,8.84,overcast clouds
351,Portland,US,45.5234,-122.6762,53.53,76,75,3.44,broken clouds
352,Salisbury,GB,51.0693,-1.7957,45.01,82,0,8.75,clear sky
353,Marfino,RU,55.7028,37.3822,41.88,60,0,13.42,clear sky
354,Bonthe,SL,7.5264,-12.505,76.15,91,96,5.32,overcast clouds
355,Ternate,ID,0.8,127.4,82.35,75,100,10.85,overcast clouds
356,Yulara,AU,-25.2406,130.9889,89.44,22,40,12.66,scattered clouds
357,Kidal,ML,18.4411,1.4078,79.25,15,13,16.42,few clouds
358,La Sarre,CA,48.8002,-79.1996,29.01,99,100,3.0,light snow
359,Camopi,GF,3.1655,-52.3158,72.82,99,100,3.4,overcast clouds
360,Lebu,CL,-37.6167,-73.65,54.12,94,26,11.27,scattered clouds
361,Funtua,NG,11.5233,7.3081,73.72,14,1,17.76,clear sky
362,Mutsu,JP,41.2894,141.2169,48.07,97,100,3.71,light rain
363,Dunedin,NZ,-45.8742,170.5036,60.8,86,75,5.01,broken clouds
364,Severo-Kurilsk,RU,50.6789,156.125,28.98,69,17,9.91,few clouds
365,Jertih,MY,5.7336,102.4897,84.99,73,100,6.46,overcast clouds
366,Rockland,US,41.1668,-74.0496,49.66,68,98,1.99,overcast clouds
367,Cusuna,HN,15.85,-85.2333,71.11,86,99,7.45,overcast clouds
368,Ilabaya,PE,-17.4208,-70.5133,65.59,68,17,0.89,few clouds
369,Ribeira Brava,PT,32.65,-17.0667,62.01,84,98,3.0,overcast clouds
370,Tura,IN,25.5198,90.2201,94.77,19,3,10.4,clear sky
371,Arlit,NE,18.7369,7.3853,78.37,11,9,4.65,clear sky
372,Rawson,AR,-43.3002,-65.1023,54.57,69,54,10.69,broken clouds
373,Mondlo,ZA,-27.983,30.7177,64.24,84,89,3.71,overcast clouds
374,Vega De Alatorre,MX,20.0333,-96.6333,66.34,68,88,8.08,overcast clouds
375,Mahendragarh,IN,28.2833,76.15,98.78,6,0,15.95,clear sky
376,Lagoa,PT,39.05,-27.9833,56.89,84,100,8.55,overcast clouds
377,Fukue,JP,32.6881,128.8419,57.07,82,100,25.99,overcast clouds
378,Kilindoni,TZ,-7.9139,39.6668,83.8,72,59,3.51,broken clouds
379,Dakar,SN,14.6937,-17.4441,63.48,84,4,12.26,clear sky
380,Caceres,ES,39.522,-6.3748,47.28,89,10,8.41,clear sky
381,Port Moresby,PG,-9.4431,147.1797,83.05,73,100,4.12,overcast clouds
382,Algiers,DZ,36.7525,3.042,57.02,82,75,8.05,mist
383,Svetlogorsk,BY,52.6333,29.7333,46.69,66,100,18.25,overcast clouds
384,Ferrol,ES,43.4832,-8.2369,58.71,82,72,4.23,broken clouds
385,Listvyanka,RU,51.8535,104.8693,30.09,57,14,2.39,few clouds
386,Zhanaozen,KZ,43.3,52.8,36.45,95,100,16.4,overcast clouds
387,Mabaruma,GY,8.2,-59.7833,72.01,97,91,3.58,overcast clouds
388,Havelock,US,34.8791,-76.9013,58.98,58,1,8.01,clear sky
389,Codrington,AU,-38.2667,141.9667,65.01,70,0,11.92,clear sky
390,Basco,PH,20.4487,121.9702,81.75,77,0,7.92,clear sky
391,Lieto,FI,60.5103,22.4618,38.93,64,100,18.41,overcast clouds
392,Kiama,AU,-34.6833,150.8667,71.26,79,64,1.01,light rain
393,Ostrovnoy,RU,68.0531,39.5131,23.18,64,100,19.26,overcast clouds
394,Goderich,CA,43.7501,-81.7165,37.9,99,100,11.59,overcast clouds
395,Kavaratti,IN,10.5669,72.642,82.09,65,0,1.25,clear sky
396,Kapit,MY,2.0167,112.9333,85.73,71,95,4.29,overcast clouds
397,Kibala,TD,9.1104,18.3463,87.46,13,17,9.53,few clouds
398,Mahendranagar,NP,28.9167,80.3333,95.36,10,0,7.25,clear sky
399,Los Llanos De Aridane,ES,28.6585,-17.9182,57.13,77,0,6.91,clear sky
400,Oranjemund,NA,-28.55,16.4333,61.12,81,0,5.44,clear sky
401,Neya,RU,58.2972,43.8681,34.56,98,100,14.58,light snow
402,Rosarito,MX,32.3333,-117.0333,65.66,75,100,6.33,overcast clouds
403,Takhli,TH,15.2634,100.3438,100.09,33,30,6.98,light rain
404,Jackson,US,42.4165,-122.8345,52.45,66,0,4.61,clear sky
405,Wladyslawowo,PL,54.7909,18.4009,47.93,87,100,17.2,overcast clouds
406,Murwillumbah,AU,-28.3167,153.4,77.13,78,75,10.36,broken clouds
407,Eseka,CM,3.65,10.7667,78.3,83,100,0.56,overcast clouds
408,Rio Gallegos,AR,-51.6226,-69.2181,55.45,54,0,11.5,clear sky
409,Tikapur,NP,28.5,81.1333,96.6,8,0,6.96,clear sky
410,Floro,NO,61.5996,5.0328,40.96,70,87,11.5,overcast clouds
411,Hyeres,FR,43.1167,6.1167,58.75,51,0,17.27,clear sky
412,Manbij,SY,36.5281,37.9549,51.53,49,0,8.61,clear sky
413,Homer,US,59.6425,-151.5483,35.8,90,100,8.01,overcast clouds
414,Conde,BR,-7.2597,-34.9075,74.66,100,0,8.05,clear sky
415,Guilin,CN,25.2819,110.2864,63.64,71,98,11.16,overcast clouds
416,Dudinka,RU,69.4058,86.1778,20.62,76,100,17.31,overcast clouds
417,Bodden Town,KY,19.2833,-81.25,77.94,82,100,2.62,overcast clouds
418,Van Buren,US,35.4368,-94.3483,51.82,57,0,5.75,clear sky
419,Zhigansk,RU,66.7697,123.3711,18.19,86,97,8.59,overcast clouds
420,Galle,LK,6.0367,80.217,82.72,73,100,10.02,overcast clouds
421,Wajid,SO,3.8093,43.2471,82.74,61,72,3.38,broken clouds
422,Teya,RU,60.3778,92.6267,28.18,92,100,10.85,light snow
423,Hit,IQ,33.6416,42.8251,57.56,39,0,13.24,clear sky
424,Tautira,PF,-17.7333,-149.15,81.52,73,86,13.24,light rain
425,Hukuntsi,BW,-24.0,21.75,68.68,69,2,9.91,clear sky
426,Lukovetskiy,RU,64.2956,41.9211,25.27,93,100,12.84,light snow
427,Tabuk,PH,17.4189,121.4443,89.73,51,10,4.38,clear sky
428,Tukuran,PH,7.8551,123.5752,84.58,72,100,4.72,light rain
429,Pisco,PE,-13.7,-76.2167,68.05,73,0,3.44,clear sky
430,Lahij,YE,13.1667,44.5833,80.82,59,24,5.23,few clouds
431,Sabirabad,AZ,40.0095,48.4752,45.99,75,100,7.23,overcast clouds
432,Chase,CA,50.8165,-119.6857,43.32,93,100,2.73,overcast clouds
433,Saquarema,BR,-22.92,-42.5103,73.76,89,34,8.1,scattered clouds
434,Sakakah,SA,29.9697,40.2064,52.7,45,6,5.03,clear sky
435,San Jeronimo,PE,-11.9472,-75.2829,50.05,92,100,0.89,overcast clouds
436,Haines Junction,CA,60.7522,-137.5108,24.75,74,40,3.44,scattered clouds
437,Sorland,NO,67.667,12.6934,35.46,51,40,20.71,scattered clouds
438,Banda Aceh,ID,5.5577,95.3222,84.52,71,32,5.03,scattered clouds
439,Vrangel,RU,42.7297,133.0839,39.11,98,100,4.97,overcast clouds
440,Tibiri,NE,13.5627,7.0485,75.78,13,4,14.97,clear sky
441,Bojnurd,IR,37.4747,57.329,47.44,41,0,7.43,clear sky
442,Gushikawa,JP,26.3544,127.8686,75.2,96,100,26.46,moderate rain
443,Manyana,BW,-23.4,21.7167,68.31,71,3,9.1,clear sky
444,Synya,RU,65.3718,58.0387,21.56,83,100,7.81,overcast clouds
445,Payson,US,40.0444,-111.7321,58.26,36,0,16.11,clear sky
446,Eyl,SO,7.9803,49.8164,83.82,51,100,12.59,overcast clouds
447,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,57.67,74,0,4.59,clear sky
448,Tucuma,BR,-0.1833,-50.05,75.38,94,100,4.41,overcast clouds
449,Marysville,US,48.0518,-122.1771,48.54,86,20,3.44,few clouds
450,Mana,GF,5.6592,-53.7767,76.55,88,100,11.56,overcast clouds
451,Ejido,VE,8.5514,-71.2375,66.88,90,71,4.36,broken clouds
452,Podor,MR,16.6527,-14.9587,67.5,30,20,8.12,few clouds
453,Isabela,PH,6.7085,121.9711,86.0,66,30,6.98,scattered clouds
454,Ures,MX,29.4333,-110.4,69.01,13,100,3.49,overcast clouds
455,Peniche,PT,39.3558,-9.3811,54.93,85,48,13.38,scattered clouds
456,Dhidhdhoo,MV,6.8833,73.1,81.32,69,0,1.68,clear sky
457,Menongue,AO,-14.6585,17.691,68.74,83,75,2.01,broken clouds
458,Taoudenni,ML,22.6783,-3.9836,71.47,21,61,10.71,broken clouds
459,Hrubieszow,PL,50.805,23.8925,48.67,62,40,16.49,scattered clouds
460,Ban Dung,TH,17.699,103.2596,96.37,37,7,7.85,clear sky
461,Lavrentiya,RU,65.5833,-171.0,2.34,99,53,3.22,broken clouds
462,Nobres,BR,-14.7203,-56.3275,72.57,99,100,3.42,overcast clouds
463,Yerbogachen,RU,61.2767,108.0108,28.24,70,100,6.71,light snow
464,Quatre Cocos,MU,-20.2078,57.7625,86.11,70,60,10.49,broken clouds
465,Mnogovershinnyy,RU,53.9353,139.9242,25.75,88,70,4.47,broken clouds
466,Sopot,PL,54.4418,18.56,48.69,92,75,18.41,broken clouds
467,Tandil,AR,-37.3217,-59.1332,59.47,90,100,18.95,overcast clouds
468,Hay River,CA,60.8156,-115.7999,-4.04,65,75,10.36,broken clouds
469,Mazyr,BY,52.0495,29.2456,46.67,67,100,17.65,overcast clouds
470,Hofgeismar,DE,51.4833,9.4,46.06,81,0,2.3,clear sky
471,Olafsvik,IS,64.8945,-23.7142,43.45,97,100,22.57,overcast clouds
472,Mollendo,PE,-17.0231,-72.0147,67.62,88,85,8.03,overcast clouds
473,Marsa Matruh,EG,31.3525,27.2453,58.73,63,0,12.77,clear sky
474,Baijiantan,CN,45.6333,85.1833,48.7,34,76,7.38,broken clouds
475,Padampur,IN,29.6833,73.6167,100.06,7,0,9.84,clear sky
476,Saint-Joseph,RE,-21.3667,55.6167,85.1,72,7,5.57,clear sky
477,Bandarbeyla,SO,9.4942,50.8122,81.9,53,100,9.55,overcast clouds
478,Yaan,NG,7.3833,8.5667,80.53,67,100,6.44,overcast clouds
479,Sacramento,US,38.4666,-121.3177,62.19,74,0,6.91,clear sky
480,Wukari,NG,7.85,9.7833,83.32,15,45,3.94,scattered clouds
481,Garowe,SO,8.4054,48.4845,83.12,30,12,13.47,few clouds
482,Vallenar,CL,-28.5708,-70.7581,60.13,79,0,1.74,clear sky
483,Komsomolskiy,UZ,40.4272,71.7189,56.12,62,100,6.91,overcast clouds
484,Iskateley,RU,67.6803,53.1512,12.54,75,65,1.45,broken clouds
485,Nizhniy Baskunchak,RU,48.2198,46.8311,42.35,51,98,8.41,overcast clouds
486,Tuy Hoa,VN,13.0833,109.3,90.32,59,20,13.06,few clouds
487,Tutoia,BR,-2.7619,-42.2744,75.36,92,100,5.46,overcast clouds
488,Auburn,US,47.3073,-122.2284,50.59,82,100,1.01,overcast clouds
489,Namatanai,PG,-3.6667,152.4333,82.08,76,99,5.75,light rain
490,Sinnamary,GF,5.3833,-52.95,76.8,87,80,13.04,broken clouds
491,Alekseyevsk,RU,57.8406,108.3492,30.74,69,100,8.41,light snow
492,Nardaran,AZ,40.5561,50.0056,46.04,71,100,11.5,overcast clouds
493,Sibu,MY,2.3,111.8167,89.22,60,98,5.3,overcast clouds
494,Nanakuli,US,21.3906,-158.1547,73.62,73,75,5.75,broken clouds
495,Ambilobe,MG,-13.2,49.05,87.21,69,9,1.43,clear sky
496,Beatrice,US,40.2681,-96.747,37.27,69,0,3.44,clear sky
497,Sri Aman,MY,1.2376,111.4621,94.8,45,85,2.51,overcast clouds
498,Mayumba,GA,-3.432,10.6554,79.2,88,100,11.74,light rain
499,Liku,ID,-0.7275,119.8922,85.32,65,100,5.06,overcast clouds
500,Ahipara,NZ,-35.1667,173.1667,64.35,86,4,7.09,clear sky
501,Palu,ID,-0.8917,119.8707,87.04,67,77,5.06,broken clouds
502,Balkhash,KZ,46.844,74.9804,47.01,46,75,15.66,broken clouds
503,Jacmel,HT,18.2342,-72.5347,76.84,79,87,3.4,overcast clouds
504,Saint-Pierre,RE,-21.3393,55.4781,86.18,69,0,6.91,clear sky
505,Korsakov,RU,46.6328,142.7813,35.44,98,100,6.89,snow
506,Abha,SA,18.2164,42.5053,68.25,11,0,9.22,clear sky
507,Chapais,CA,49.7834,-74.8492,29.98,98,100,5.75,light snow
508,Katete,UG,-0.7818,29.7544,77.04,50,12,2.98,few clouds
509,Catuday,PH,16.2923,119.8062,85.17,64,1,12.39,clear sky
510,Dalby,AU,-27.1833,151.2667,70.99,79,100,1.01,overcast clouds
511,Nanyamba,TZ,-10.6833,39.8333,83.12,71,4,1.99,clear sky
512,Thanatpin,MM,17.2119,96.3033,95.18,25,1,8.08,clear sky
513,Vestmannaeyjar,IS,63.4427,-20.2734,46.02,95,100,21.23,light rain
514,Loandjili,CG,-4.7561,11.8578,77.58,88,100,5.75,overcast clouds
515,Rupert,US,42.6191,-113.6772,44.55,65,0,4.61,clear sky
516,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.85,95,11,1.05,few clouds
517,Aykhal,RU,66.0,111.5,18.61,83,67,7.49,broken clouds
518,Jacobabad,PK,28.281,68.4388,101.16,5,0,4.88,clear sky
519,Dongsheng,CN,39.8161,109.9776,39.63,22,3,33.64,clear sky
520,Ayan,RU,56.45,138.1667,29.07,81,18,3.44,few clouds
521,Pecos,US,31.4229,-103.4932,67.3,15,0,0.0,clear sky
522,Kotovo,RU,50.3211,44.8012,29.64,91,48,8.95,scattered clouds
523,Pasighat,IN,28.0667,95.3333,72.9,73,100,5.14,overcast clouds
524,Gwadar,PK,25.1216,62.3254,84.27,43,0,8.14,clear sky
525,Balasheyka,RU,53.2841,48.0851,33.62,99,85,8.99,overcast clouds
526,Lom Sak,TH,16.7798,101.2422,101.08,38,65,8.39,light rain
527,Korla,CN,41.7597,86.1469,55.76,28,46,19.86,scattered clouds
528,Ukiah,US,39.1502,-123.2078,52.38,79,0,1.01,clear sky
529,Nhamunda,BR,-2.1861,-56.7131,74.08,95,98,2.73,overcast clouds
530,Palmer,US,42.1584,-72.3287,45.95,68,100,6.91,overcast clouds
531,Shache,CN,38.4167,77.2406,60.13,29,0,6.62,clear sky
532,Ritchie,ZA,-29.038,24.6028,69.01,39,0,4.34,clear sky
533,San Jose,US,37.3394,-121.895,53.58,81,20,4.61,few clouds
534,Pierre,US,44.3683,-100.351,33.06,57,0,10.0,clear sky
535,Batagay-Alyta,RU,67.8006,130.4114,9.55,79,100,2.84,overcast clouds
536,Henties Bay,NA,-22.116,14.2845,62.89,87,80,1.5,broken clouds
537,Iracoubo,GF,5.4802,-53.2011,76.78,87,67,12.86,broken clouds
538,Volkhov,RU,59.9258,32.3382,32.41,95,100,12.57,light snow
539,Pontianak,ID,-0.0333,109.3333,91.38,59,75,12.66,broken clouds
540,Talnakh,RU,69.4865,88.3972,20.21,71,100,8.32,overcast clouds
541,Ucluelet,CA,48.9329,-125.5528,46.09,80,100,9.57,overcast clouds
542,Evensk,RU,61.95,159.2333,15.31,79,100,1.97,overcast clouds
543,Waitati,NZ,-45.75,170.5667,60.8,86,59,4.81,broken clouds
544,Itoman,JP,26.1247,127.6694,75.97,96,75,26.46,shower rain
545,Harper,LR,4.375,-7.7169,77.7,90,100,5.46,overcast clouds
546,Chipinge,ZW,-20.1883,32.6236,76.48,57,20,1.07,few clouds
547,Charters Towers,AU,-20.1,146.2667,88.09,33,95,15.08,overcast clouds
548,Kaeo,NZ,-35.1,173.7833,67.32,76,0,5.41,clear sky
549,Qaqortoq,GL,60.7167,-46.0333,16.02,78,48,8.32,scattered clouds
550,Bolshaya Glushitsa,RU,50.2406,43.5908,31.91,78,8,9.13,clear sky
551,Korcula,HR,42.9622,17.1369,55.94,55,80,6.69,broken clouds
552,Vila Velha,BR,-20.3297,-40.2925,76.95,92,0,6.91,clear sky
553,Botucatu,BR,-22.8858,-48.445,66.49,94,100,2.77,overcast clouds
554,Muhoroni,KE,-0.1541,35.1988,82.63,41,14,1.5,few clouds
555,Carambei,BR,-24.9178,-50.0972,61.95,97,100,3.31,overcast clouds
556,Wanlaweyn,SO,2.6185,44.8938,89.15,48,7,4.94,clear sky
557,Luganville,VU,-15.5333,167.1667,80.47,84,100,4.36,overcast clouds
558,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.62,87,100,3.02,overcast clouds
559,Abong Mbang,CM,3.9833,13.1833,76.26,51,98,2.15,overcast clouds
560,Trang,TH,7.5,99.5,96.75,52,20,5.75,few clouds
561,Beya,RU,53.0533,90.9139,43.29,45,14,10.16,few clouds
562,Voyvozh,RU,62.892,54.9635,23.45,81,100,10.6,overcast clouds
563,Jining,CN,35.405,116.5814,65.25,25,100,8.03,overcast clouds
564,Clyde,US,41.3042,-82.9752,36.64,83,72,16.2,broken clouds
565,Lata,PT,40.1629,-8.3327,54.91,76,100,4.79,overcast clouds
566,Tecpan,GT,14.7623,-90.9947,51.89,94,100,6.31,overcast clouds
567,Quechultenango,MX,17.4167,-99.2167,66.74,49,100,0.63,overcast clouds
568,Kokopo,PG,-4.352,152.2633,80.76,82,100,10.85,light rain
569,Fort Nelson,CA,58.8053,-122.7002,13.59,79,100,2.3,light snow
570,Port Angeles,US,48.1181,-123.4307,47.7,83,40,3.0,scattered clouds
571,Calama,CL,-22.4667,-68.9333,43.29,31,0,13.8,clear sky
572,Baranain,ES,42.8057,-1.6773,45.64,83,0,1.99,clear sky
573,Ahuimanu,US,21.4447,-157.8378,73.36,79,75,4.61,broken clouds
574,Honiara,SB,-9.4333,159.95,77.74,92,100,3.78,heavy intensity rain
575,Boyle,US,37.6334,-84.8666,40.66,81,100,18.41,light intensity drizzle
576,Winston-Salem,US,36.0999,-80.2442,47.55,64,75,4.61,broken clouds
577,Acapulco,MX,16.8634,-99.8901,73.22,83,75,4.61,broken clouds
578,Lucea,JM,18.451,-78.1736,75.06,73,49,1.95,scattered clouds
579,Cayenne,GF,4.9333,-52.3333,80.1,1,75,8.05,broken clouds
580,Tiznit,MA,29.5833,-9.5,49.66,87,37,2.04,scattered clouds
581,Yongan,CN,39.6957,113.6871,45.91,23,82,30.58,broken clouds
582,Salta,AR,-24.7859,-65.4117,52.57,77,0,4.61,clear sky
583,Saint-Denis,FR,48.9167,2.3333,50.22,63,0,10.36,clear sky
584,Bushehr,IR,28.9684,50.8385,71.69,43,0,21.85,clear sky
585,Verkh-Usugli,RU,52.7,115.1667,30.07,63,100,9.51,light snow
586,Ivybridge,GB,50.3904,-3.9191,47.71,70,2,13.18,clear sky
587,Wanaka,NZ,-44.7,169.15,59.36,67,80,0.94,broken clouds
588,Rovaniemi,FI,66.5,25.7167,22.41,73,40,13.8,scattered clouds
589,Montes Altos,BR,-5.8333,-47.0667,71.98,95,99,2.28,overcast clouds
590,Ulaangom,MN,49.9811,92.0667,15.31,84,76,5.35,broken clouds
591,Tankara,IN,22.6667,70.7333,99.46,12,3,8.37,clear sky
592,Xam Nua,LA,20.4197,104.0439,87.4,29,0,6.85,clear sky
593,Mirnyy,RU,62.5353,113.9611,32.23,33,100,4.0,overcast clouds
594,Santa Helena,BR,-2.2311,-45.3,72.82,99,74,2.13,light rain
595,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.76,93,100,27.63,overcast clouds
596,Muros,ES,42.7762,-9.0603,53.1,94,92,6.91,overcast clouds
597,Naze,JP,28.3667,129.4833,65.32,93,100,14.94,moderate rain
598,San Blas,MX,21.5167,-105.2667,64.35,66,12,3.31,few clouds
599,Rajapur,IN,25.3833,81.15,101.75,5,5,15.01,clear sky
600,Port-Gentil,GA,-0.7193,8.7815,81.18,81,99,8.55,overcast clouds
601,Pouso Alegre,BR,-22.23,-45.9364,67.84,95,97,0.34,overcast clouds
602,Leshukonskoye,RU,64.8989,45.7622,22.6,93,100,10.92,light snow
603,Camargo,MX,27.6667,-105.1667,56.73,8,66,5.86,broken clouds
604,Paramonga,PE,-10.6667,-77.8333,69.44,87,100,5.68,overcast clouds
605,Kimberley,ZA,-28.7323,24.7623,67.69,64,0,2.3,clear sky
606,Buta,CD,2.7858,24.73,77.16,76,100,2.51,overcast clouds
607,Marzuq,YE,14.4,46.4667,83.35,21,0,5.21,clear sky
608,Stege,DK,54.987,12.2846,48.06,89,100,17.65,overcast clouds
609,Charagua,BO,-19.8,-63.2167,61.3,72,100,3.33,overcast clouds
610,Manokwari,ID,-0.8667,134.0833,81.79,77,92,7.36,overcast clouds
611,Ugoofaaru,MV,5.6667,73.0,81.73,64,0,3.85,clear sky
612,Maridi,SS,4.9158,29.4742,87.96,20,20,10.0,few clouds
613,Yumen,CN,40.2833,97.2,46.87,19,24,3.69,few clouds
614,Kuching,MY,1.55,110.3333,93.22,70,40,8.05,thunderstorm
615,Mehamn,NO,71.0357,27.8492,22.53,63,100,22.37,light snow
616,Santa Maria,BR,-29.6842,-53.8069,63.03,70,100,8.99,overcast clouds
617,Comrat,MD,46.3003,28.6572,46.92,49,3,6.55,clear sky
618,Popondetta,PG,-8.7537,148.2534,84.42,73,97,5.12,overcast clouds
619,Atar,MR,20.5169,-13.0499,63.09,34,20,7.09,few clouds
620,Esil,KZ,51.9556,66.4042,28.8,88,100,15.79,overcast clouds
621,Mount Gambier,AU,-37.8333,140.7667,66.07,64,0,10.65,clear sky
622,Sao Jose De Ribamar,BR,-2.5619,-44.0542,75.58,87,99,8.7,overcast clouds
623,Taicheng,CN,38.731,113.228,52.95,20,98,30.47,overcast clouds
624,San Rafael,AR,-34.6177,-68.3301,54.21,42,0,4.16,clear sky
625,Tekari,IN,24.9333,84.8333,97.02,6,0,13.76,clear sky
626,Hadejia,NG,12.4498,10.0444,75.74,13,0,16.96,clear sky
627,Atasu,KZ,48.6814,71.6433,33.26,92,100,12.33,overcast clouds
628,Erenhot,CN,43.6475,111.9767,35.94,14,96,21.81,overcast clouds
629,Carnduff,CA,49.1667,-101.8009,11.44,83,9,7.72,clear sky
630,Vao,NC,-22.6667,167.4833,77.58,68,90,15.43,overcast clouds
631,Ust-Tsilma,RU,65.441,52.1498,21.96,87,100,5.48,overcast clouds
632,Oum Hadjer,TD,13.2954,19.6966,77.95,11,30,15.37,scattered clouds
633,Abu Dhabi,AE,24.4667,54.3667,82.51,57,0,9.22,clear sky
634,Amod,IN,21.9833,72.9,101.16,16,4,3.13,clear sky
635,Mandera,KE,3.9366,41.867,88.03,52,34,8.34,moderate rain
636,Dukat,RU,62.55,155.55,2.82,94,100,4.29,overcast clouds
637,Muriwai Beach,NZ,-36.8167,174.45,66.34,70,11,9.66,few clouds
638,Maniitsoq,GL,65.4167,-52.9,16.0,83,100,6.55,overcast clouds
639,Gijon,ES,43.5357,-5.6615,55.45,96,88,1.99,overcast clouds
640,Basay,PH,9.4087,122.64,87.67,61,100,4.81,overcast clouds
641,Puttur,IN,12.7667,75.2167,91.51,46,74,4.25,broken clouds
642,Olds,CA,51.7834,-114.102,31.05,80,100,10.36,overcast clouds
643,Tomatlan,MX,19.9333,-105.25,60.96,68,100,3.06,overcast clouds
644,Bubaque,GW,11.2833,-15.8333,76.05,58,26,10.02,scattered clouds
645,Chicama,PE,-7.8447,-79.1469,70.52,82,100,3.51,light rain
646,Khorixas,NA,-20.3667,14.9667,71.89,70,3,2.15,clear sky
647,Vila Do Maio,CV,15.1333,-23.2167,66.99,77,19,8.72,few clouds
648,Copacabana,CO,6.3463,-75.5089,66.63,98,73,2.04,broken clouds
649,Morwa,IN,22.9,73.8333,101.64,11,3,8.08,clear sky
650,Novopokrovka,UA,49.8425,36.5477,46.26,67,1,13.2,clear sky
651,Eureka,US,40.8021,-124.1637,46.67,83,80,3.15,broken clouds
652,Bandar-E Lengeh,IR,26.5579,54.8807,80.71,74,0,13.8,clear sky
653,Rocha,UY,-34.4833,-54.3333,54.61,94,6,10.42,clear sky
654,Fereydun Kenar,IR,36.6864,52.5225,55.62,71,75,6.91,broken clouds
655,Biu,NG,10.6129,12.1946,75.07,21,91,15.1,overcast clouds
656,Mackenzie,CA,55.2999,-123.1698,28.62,100,40,0.0,scattered clouds
657,San Rafael Del Sur,NI,11.8485,-86.4384,77.02,62,84,14.88,broken clouds
658,Kralendijk,BQ,12.15,-68.2667,78.78,78,75,17.27,broken clouds
659,Tashtagol,RU,52.7657,87.8894,35.4,83,7,11.97,clear sky
660,Tianmen,CN,30.6516,113.1603,63.91,49,100,8.32,overcast clouds
